url_path,views_total,views_unique
/damionrashford/RivalSearchMCP,147,85
/damionrashford/RivalSearchMCP/issues,10,6
/damionrashford/RivalSearchMCP/pulls,8,6
/damionrashford/RivalSearchMCP/blob/main/.claude-plugin/marketplace.json,7,2
/damionrashford/RivalSearchMCP/tree/main/.claude-plugin,6,2
/damionrashford/RivalSearchMCP/commits/main,4,3
/damionrashford/RivalSearchMCP/tree/main,4,2
/damionrashford/RivalSearchMCP/branches,3,3
/damionrashford/RivalSearchMCP/blob/main/tests/AGENTS.md,3,2
/damionrashford/RivalSearchMCP/tree/main/skills/rival-search-mcp,3,2
