url_path,views_total,views_unique
/damionrashford/RivalSearchMCP,199,106
/damionrashford/RivalSearchMCP/issues,12,7
/damionrashford/RivalSearchMCP/tree/main,7,4
/damionrashford/RivalSearchMCP/pulls,7,3
/damionrashford/RivalSearchMCP/blob/main/.claude-plugin/marketplace.json,7,2
/damionrashford/RivalSearchMCP/releases/tag/v1.2.0,6,3
/damionrashford/RivalSearchMCP/tree/main/.claude-plugin,6,2
/damionrashford/RivalSearchMCP/branches,3,3
/damionrashford/RivalSearchMCP/fork,3,2
/damionrashford/RivalSearchMCP/blob/main/rival_search_mcp/tools/search.py,3,1
