url_path,views_total,views_unique
/damionrashford/RivalSearchMCP,172,101
/damionrashford/RivalSearchMCP/issues,14,8
/damionrashford/RivalSearchMCP/pulls,10,5
/damionrashford/RivalSearchMCP/blob/main/.claude-plugin/marketplace.json,7,2
/damionrashford/RivalSearchMCP/tree/main/.claude-plugin,6,2
/damionrashford/RivalSearchMCP/commits/main,4,3
/damionrashford/RivalSearchMCP/tree/main,4,2
/damionrashford/RivalSearchMCP/branches,3,3
/damionrashford/RivalSearchMCP/releases/tag/v1.2.0,3,2
/damionrashford/RivalSearchMCP/blob/main/rival_search_mcp/tools/search.py,3,1
