url_path,views_total,views_unique
/damionrashford/RivalSearchMCP,135,64
/damionrashford/RivalSearchMCP/issues,14,8
/damionrashford/RivalSearchMCP/pulls,14,5
/damionrashford/RivalSearchMCP/blob/main/skills/rival-search-mcp/SKILL.md,5,2
/damionrashford/RivalSearchMCP/tree/main,4,3
/damionrashford/RivalSearchMCP/tree/main/skills/rival-search-mcp,4,2
/damionrashford/RivalSearchMCP/tree/main/plugins,3,3
/damionrashford/RivalSearchMCP/tree/main/rival_search_mcp,3,2
/damionrashford/RivalSearchMCP/blob/main/AGENTS.md,2,2
/damionrashford/RivalSearchMCP/blob/main/docs/getting-started/installation.md,2,2
