url_path,views_total,views_unique
/damionrashford/RivalSearchMCP,140,91
/damionrashford/RivalSearchMCP/issues,9,9
/damionrashford/RivalSearchMCP/pulls,7,6
/damionrashford/RivalSearchMCP/blob/main/README.md,3,3
/damionrashford/RivalSearchMCP/commit/d478fc7548d55767ab1097b686c88d412a297aff,2,2
/damionrashford/RivalSearchMCP/pull/50,2,2
/damionrashford/RivalSearchMCP/tree/main/.agents/plugins,2,2
/damionrashford/RivalSearchMCP/tree/main/rival_search_mcp,2,2
/damionrashford/RivalSearchMCP/blob/main/.claude-plugin/marketplace.json,2,1
/damionrashford/RivalSearchMCP/blob/main/CLAUDE.md,2,1
