url_path,views_total,views_unique
/damionrashford/RivalSearchMCP,148,78
/damionrashford/RivalSearchMCP/issues,19,10
/damionrashford/RivalSearchMCP/pulls,15,7
/damionrashford/RivalSearchMCP/issues/21,5,2
/damionrashford/RivalSearchMCP/issues/49,3,3
/damionrashford/RivalSearchMCP/issues/48,3,2
/damionrashford/RivalSearchMCP/releases,3,2
/damionrashford/RivalSearchMCP/tags,3,2
/damionrashford/RivalSearchMCP/issues/24,3,1
/damionrashford/RivalSearchMCP/blob/main/README.md,2,2
