url_path,views_total,views_unique
/damionrashford/RivalSearchMCP,117,77
/damionrashford/RivalSearchMCP/pulls,9,6
/damionrashford/RivalSearchMCP/issues,8,5
/damionrashford/RivalSearchMCP/commits/main,3,2
/damionrashford/RivalSearchMCP/tree/main/skills/rival-search-mcp,3,2
/damionrashford/RivalSearchMCP/blob/main/README.md,2,2
/damionrashford/RivalSearchMCP/branches,2,2
/damionrashford/RivalSearchMCP/releases,2,2
/damionrashford/RivalSearchMCP/tags,2,2
/damionrashford/RivalSearchMCP/blob/main/tests/AGENTS.md,2,1
